states,regions,latitude,longitude,dates,usage
Telangana,SR,18.1124,79.0193,2020-04-19,174.0
Karnataka,SR,12.57038129,76.91999711,2020-04-19,213.1
Kerala,SR,8.900372741,76.56999263,2020-04-19,71.1
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-19,296.5
Pondy,SR,11.93499371,79.83000037,2020-04-19,7.0
Bihar,ER,25.78541445,87.4799727,2020-04-19,73.5
Jharkhand,ER,23.80039349,86.41998572,2020-04-19,22.8
Odisha,ER,19.82042971,85.90001746,2020-04-19,74.2
West Bengal,ER,22.58039044,88.32994665,2020-04-19,123.7
Sikkim,ER,27.3333303,88.6166475,2020-04-19,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-19,2.2
Assam,NER,26.7499809,94.21666744,2020-04-19,23.6
Manipur,NER,24.79997072,93.95001705,2020-04-19,2.9
Meghalaya,NER,25.57049217,91.8800142,2020-04-19,6.2
Mizoram,NER,23.71039899,92.72001461,2020-04-19,2.1
Nagaland,NER,25.6669979,94.11657019,2020-04-19,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-19,3.6
Punjab,NR,31.51997398,75.98000281,2020-04-20,105.2
Haryana,NR,28.45000633,77.01999101,2020-04-20,126.5
Rajasthan,NR,26.44999921,74.63998124,2020-04-20,239.7
Delhi,NR,28.6699929,77.23000403,2020-04-20,69.4
UP,NR,27.59998069,78.05000565,2020-04-20,274.7
Uttarakhand,NR,30.32040895,78.05000565,2020-04-20,38.7
HP,NR,31.10002545,77.16659704,2020-04-20,30.4
J&K,NR,33.45,76.24,2020-04-20,50.8
Chandigarh,NR,30.71999697,76.78000565,2020-04-20,3.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-20,82.3
Gujarat,WR,22.2587,71.1924,2020-04-20,332.1
MP,WR,21.30039105,76.13001949,2020-04-20,239.3
Maharashtra,WR,19.25023195,73.16017493,2020-04-20,421.6
Goa,WR,15.491997,73.81800065,2020-04-20,11.7
DNH,WR,20.26657819,73.0166178,2020-04-20,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-20,166.7
Telangana,SR,18.1124,79.0193,2020-04-20,180.0
Karnataka,SR,12.57038129,76.91999711,2020-04-20,218.6
Kerala,SR,8.900372741,76.56999263,2020-04-20,73.6
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-20,303.4
Pondy,SR,11.93499371,79.83000037,2020-04-20,7.2
Bihar,ER,25.78541445,87.4799727,2020-04-20,74.3
Jharkhand,ER,23.80039349,86.41998572,2020-04-20,23.6
Odisha,ER,19.82042971,85.90001746,2020-04-20,72.9
West Bengal,ER,22.58039044,88.32994665,2020-04-20,129.7
Sikkim,ER,27.3333303,88.6166475,2020-04-20,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-20,2.3
Assam,NER,26.7499809,94.21666744,2020-04-20,23.4
Manipur,NER,24.79997072,93.95001705,2020-04-20,2.8
Meghalaya,NER,25.57049217,91.8800142,2020-04-20,6.3
Mizoram,NER,23.71039899,92.72001461,2020-04-20,1.9
Nagaland,NER,25.6669979,94.11657019,2020-04-20,2.2
Tripura,NER,23.83540428,91.27999914,2020-04-20,3.7
Punjab,NR,31.51997398,75.98000281,2020-04-21,105.8
Haryana,NR,28.45000633,77.01999101,2020-04-21,125.3
Rajasthan,NR,26.44999921,74.63998124,2020-04-21,234.3
Delhi,NR,28.6699929,77.23000403,2020-04-21,69.1
UP,NR,27.59998069,78.05000565,2020-04-21,259.3
Uttarakhand,NR,30.32040895,78.05000565,2020-04-21,39.8
HP,NR,31.10002545,77.16659704,2020-04-21,29.7
J&K,NR,33.45,76.24,2020-04-21,51.0
Chandigarh,NR,30.71999697,76.78000565,2020-04-21,3.6
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-21,81.0
Gujarat,WR,22.2587,71.1924,2020-04-21,327.1
MP,WR,21.30039105,76.13001949,2020-04-21,236.5
Maharashtra,WR,19.25023195,73.16017493,2020-04-21,424.1
Goa,WR,15.491997,73.81800065,2020-04-21,12.3
DNH,WR,20.26657819,73.0166178,2020-04-21,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-21,165.9
Telangana,SR,18.1124,79.0193,2020-04-21,183.6
Karnataka,SR,12.57038129,76.91999711,2020-04-21,223.4
Kerala,SR,8.900372741,76.56999263,2020-04-21,74.5
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-21,310.3
Pondy,SR,11.93499371,79.83000037,2020-04-21,7.3
Bihar,ER,25.78541445,87.4799727,2020-04-21,75.0
Jharkhand,ER,23.80039349,86.41998572,2020-04-21,23.7
Odisha,ER,19.82042971,85.90001746,2020-04-21,74.8
West Bengal,ER,22.58039044,88.32994665,2020-04-21,132.3
Sikkim,ER,27.3333303,88.6166475,2020-04-21,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-21,2.2
Assam,NER,26.7499809,94.21666744,2020-04-21,23.7
Manipur,NER,24.79997072,93.95001705,2020-04-21,2.9
Meghalaya,NER,25.57049217,91.8800142,2020-04-21,6.2
Mizoram,NER,23.71039899,92.72001461,2020-04-21,1.8
Nagaland,NER,25.6669979,94.11657019,2020-04-21,2.2
Tripura,NER,23.83540428,91.27999914,2020-04-21,3.9
Punjab,NR,31.51997398,75.98000281,2020-04-22,92.4
Haryana,NR,28.45000633,77.01999101,2020-04-22,129.7
Rajasthan,NR,26.44999921,74.63998124,2020-04-22,226.4
Delhi,NR,28.6699929,77.23000403,2020-04-22,68.7
UP,NR,27.59998069,78.05000565,2020-04-22,221.2
Uttarakhand,NR,30.32040895,78.05000565,2020-04-22,37.1
HP,NR,31.10002545,77.16659704,2020-04-22,26.2
J&K,NR,33.45,76.24,2020-04-22,29.2
Chandigarh,NR,30.71999697,76.78000565,2020-04-22,3.6
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-22,83.4
Gujarat,WR,22.2587,71.1924,2020-04-22,320.1
MP,WR,21.30039105,76.13001949,2020-04-22,213.7
Maharashtra,WR,19.25023195,73.16017493,2020-04-22,414.1
Goa,WR,15.491997,73.81800065,2020-04-22,12.3
DNH,WR,20.26657819,73.0166178,2020-04-22,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-22,169.2
Telangana,SR,18.1124,79.0193,2020-04-22,187.4
Karnataka,SR,12.57038129,76.91999711,2020-04-22,223.3
Kerala,SR,8.900372741,76.56999263,2020-04-22,74.9
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-22,311.4
Pondy,SR,11.93499371,79.83000037,2020-04-22,7.4
Bihar,ER,25.78541445,87.4799727,2020-04-22,73.4
Jharkhand,ER,23.80039349,86.41998572,2020-04-22,23.6
Odisha,ER,19.82042971,85.90001746,2020-04-22,73.6
West Bengal,ER,22.58039044,88.32994665,2020-04-22,129.6
Sikkim,ER,27.3333303,88.6166475,2020-04-22,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-22,2.2
Assam,NER,26.7499809,94.21666744,2020-04-22,23.9
Manipur,NER,24.79997072,93.95001705,2020-04-22,2.9
Meghalaya,NER,25.57049217,91.8800142,2020-04-22,6.2
Mizoram,NER,23.71039899,92.72001461,2020-04-22,2.0
Nagaland,NER,25.6669979,94.11657019,2020-04-22,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-22,3.8
Punjab,NR,31.51997398,75.98000281,2020-04-23,100.2
Haryana,NR,28.45000633,77.01999101,2020-04-23,115.0
Rajasthan,NR,26.44999921,74.63998124,2020-04-23,234.3
Delhi,NR,28.6699929,77.23000403,2020-04-23,70.0
UP,NR,27.59998069,78.05000565,2020-04-23,231.0
Uttarakhand,NR,30.32040895,78.05000565,2020-04-23,33.6
HP,NR,31.10002545,77.16659704,2020-04-23,26.2
J&K,NR,33.45,76.24,2020-04-23,35.9
Chandigarh,NR,30.71999697,76.78000565,2020-04-23,3.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-23,83.0
Gujarat,WR,22.2587,71.1924,2020-04-23,320.1
MP,WR,21.30039105,76.13001949,2020-04-23,226.3
Maharashtra,WR,19.25023195,73.16017493,2020-04-23,400.0
Goa,WR,15.491997,73.81800065,2020-04-23,12.3
DNH,WR,20.26657819,73.0166178,2020-04-23,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-23,172.9
Telangana,SR,18.1124,79.0193,2020-04-23,188.7
Karnataka,SR,12.57038129,76.91999711,2020-04-23,229.9
Kerala,SR,8.900372741,76.56999263,2020-04-23,74.8
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-23,318.9
Pondy,SR,11.93499371,79.83000037,2020-04-23,7.6
Bihar,ER,25.78541445,87.4799727,2020-04-23,55.7
Jharkhand,ER,23.80039349,86.41998572,2020-04-23,20.8
Odisha,ER,19.82042971,85.90001746,2020-04-23,74.9
West Bengal,ER,22.58039044,88.32994665,2020-04-23,131.0
Sikkim,ER,27.3333303,88.6166475,2020-04-23,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-23,2.3
Assam,NER,26.7499809,94.21666744,2020-04-23,23.6
Manipur,NER,24.79997072,93.95001705,2020-04-23,2.5
Meghalaya,NER,25.57049217,91.8800142,2020-04-23,6.4
Mizoram,NER,23.71039899,92.72001461,2020-04-23,1.8
Nagaland,NER,25.6669979,94.11657019,2020-04-23,2.2
Tripura,NER,23.83540428,91.27999914,2020-04-23,3.7
Punjab,NR,31.51997398,75.98000281,2020-04-24,104.3
Haryana,NR,28.45000633,77.01999101,2020-04-24,120.0
Rajasthan,NR,26.44999921,74.63998124,2020-04-24,229.4
Delhi,NR,28.6699929,77.23000403,2020-04-24,65.8
UP,NR,27.59998069,78.05000565,2020-04-24,248.0
Uttarakhand,NR,30.32040895,78.05000565,2020-04-24,39.2
HP,NR,31.10002545,77.16659704,2020-04-24,28.6
J&K,NR,33.45,76.24,2020-04-24,42.8
Chandigarh,NR,30.71999697,76.78000565,2020-04-24,3.4
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-24,80.7
Gujarat,WR,22.2587,71.1924,2020-04-24,314.9
MP,WR,21.30039105,76.13001949,2020-04-24,230.6
Maharashtra,WR,19.25023195,73.16017493,2020-04-24,389.6
Goa,WR,15.491997,73.81800065,2020-04-24,12.3
DNH,WR,20.26657819,73.0166178,2020-04-24,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-24,172.6
Telangana,SR,18.1124,79.0193,2020-04-24,185.4
Karnataka,SR,12.57038129,76.91999711,2020-04-24,215.2
Kerala,SR,8.900372741,76.56999263,2020-04-24,73.4
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-24,313.6
Pondy,SR,11.93499371,79.83000037,2020-04-24,7.4
Bihar,ER,25.78541445,87.4799727,2020-04-24,55.0
Jharkhand,ER,23.80039349,86.41998572,2020-04-24,20.0
Odisha,ER,19.82042971,85.90001746,2020-04-24,72.4
West Bengal,ER,22.58039044,88.32994665,2020-04-24,124.0
Sikkim,ER,27.3333303,88.6166475,2020-04-24,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-24,2.1
Assam,NER,26.7499809,94.21666744,2020-04-24,23.2
Manipur,NER,24.79997072,93.95001705,2020-04-24,2.8
Meghalaya,NER,25.57049217,91.8800142,2020-04-24,6.1
Mizoram,NER,23.71039899,92.72001461,2020-04-24,1.8
Nagaland,NER,25.6669979,94.11657019,2020-04-24,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-24,3.8
Punjab,NR,31.51997398,75.98000281,2020-04-25,97.3
Haryana,NR,28.45000633,77.01999101,2020-04-25,111.6
Rajasthan,NR,26.44999921,74.63998124,2020-04-25,227.8
Delhi,NR,28.6699929,77.23000403,2020-04-25,63.1
UP,NR,27.59998069,78.05000565,2020-04-25,252.2
Uttarakhand,NR,30.32040895,78.05000565,2020-04-25,36.4
HP,NR,31.10002545,77.16659704,2020-04-25,27.6
J&K,NR,33.45,76.24,2020-04-25,46.4
Chandigarh,NR,30.71999697,76.78000565,2020-04-25,3.2
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-25,82.0
Gujarat,WR,22.2587,71.1924,2020-04-25,301.0
MP,WR,21.30039105,76.13001949,2020-04-25,231.0
Maharashtra,WR,19.25023195,73.16017493,2020-04-25,381.5
Goa,WR,15.491997,73.81800065,2020-04-25,12.3
DNH,WR,20.26657819,73.0166178,2020-04-25,18.0
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-25,167.2
Telangana,SR,18.1124,79.0193,2020-04-25,182.5
Karnataka,SR,12.57038129,76.91999711,2020-04-25,205.1
Kerala,SR,8.900372741,76.56999263,2020-04-25,66.6
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-25,291.0
Pondy,SR,11.93499371,79.83000037,2020-04-25,6.7
Bihar,ER,25.78541445,87.4799727,2020-04-25,70.3
Jharkhand,ER,23.80039349,86.41998572,2020-04-25,22.1
Odisha,ER,19.82042971,85.90001746,2020-04-25,72.1
West Bengal,ER,22.58039044,88.32994665,2020-04-25,111.6
Sikkim,ER,27.3333303,88.6166475,2020-04-25,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-25,2.0
Assam,NER,26.7499809,94.21666744,2020-04-25,22.1
Manipur,NER,24.79997072,93.95001705,2020-04-25,2.8
Meghalaya,NER,25.57049217,91.8800142,2020-04-25,6.2
Mizoram,NER,23.71039899,92.72001461,2020-04-25,1.7
Nagaland,NER,25.6669979,94.11657019,2020-04-25,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-25,3.8
Punjab,NR,31.51997398,75.98000281,2020-04-26,181.3
Haryana,NR,28.45000633,77.01999101,2020-04-26,189.3
Rajasthan,NR,26.44999921,74.63998124,2020-04-26,261.8
Delhi,NR,28.6699929,77.23000403,2020-04-26,135.5
UP,NR,27.59998069,78.05000565,2020-04-26,412.6
Uttarakhand,NR,30.32040895,78.05000565,2020-04-26,45.8
HP,NR,31.10002545,77.16659704,2020-04-26,30.3
J&K,NR,33.45,76.24,2020-04-26,42.6
Chandigarh,NR,30.71999697,76.78000565,2020-04-26,6.5
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-26,85.5
Gujarat,WR,22.2587,71.1924,2020-04-26,390.7
MP,WR,21.30039105,76.13001949,2020-04-26,216.9
Maharashtra,WR,19.25023195,73.16017493,2020-04-26,500.4
Goa,WR,15.491997,73.81800065,2020-04-26,12.3
DNH,WR,20.26657819,73.0166178,2020-04-26,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-26,174.6
Telangana,SR,18.1124,79.0193,2020-04-26,154.4
Karnataka,SR,12.57038129,76.91999711,2020-04-26,175.5
Kerala,SR,8.900372741,76.56999263,2020-04-26,79.6
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-26,328.4
Pondy,SR,11.93499371,79.83000037,2020-04-26,9.0
Bihar,ER,25.78541445,87.4799727,2020-04-26,93.8
Jharkhand,ER,23.80039349,86.41998572,2020-04-26,19.6
Odisha,ER,19.82042971,85.90001746,2020-04-26,80.5
West Bengal,ER,22.58039044,88.32994665,2020-04-26,152.9
Sikkim,ER,27.3333303,88.6166475,2020-04-26,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-26,2.2
Assam,NER,26.7499809,94.21666744,2020-04-26,28.3
Manipur,NER,24.79997072,93.95001705,2020-04-26,2.4
Meghalaya,NER,25.57049217,91.8800142,2020-04-26,5.9
Mizoram,NER,23.71039899,92.72001461,2020-04-26,1.8
Nagaland,NER,25.6669979,94.11657019,2020-04-26,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-26,4.0
Punjab,NR,31.51997398,75.98000281,2020-04-27,162.6
Haryana,NR,28.45000633,77.01999101,2020-04-27,184.2
Rajasthan,NR,26.44999921,74.63998124,2020-04-27,268.1
Delhi,NR,28.6699929,77.23000403,2020-04-27,131.8
UP,NR,27.59998069,78.05000565,2020-04-27,444.2
Uttarakhand,NR,30.32040895,78.05000565,2020-04-27,46.6
HP,NR,31.10002545,77.16659704,2020-04-27,28.1
J&K,NR,33.45,76.24,2020-04-27,42.4
Chandigarh,NR,30.71999697,76.78000565,2020-04-27,5.2
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-27,90.6
Gujarat,WR,22.2587,71.1924,2020-04-27,394.8
MP,WR,21.30039105,76.13001949,2020-04-27,223.0
Maharashtra,WR,19.25023195,73.16017493,2020-04-27,495.4
Goa,WR,15.491997,73.81800065,2020-04-27,12.3
DNH,WR,20.26657819,73.0166178,2020-04-27,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-27,183.4
Telangana,SR,18.1124,79.0193,2020-04-27,154.8
Karnataka,SR,12.57038129,76.91999711,2020-04-27,197.4
Kerala,SR,8.900372741,76.56999263,2020-04-27,82.5
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-27,343.5
Pondy,SR,11.93499371,79.83000037,2020-04-27,9.1
Bihar,ER,25.78541445,87.4799727,2020-04-27,104.1
Jharkhand,ER,23.80039349,86.41998572,2020-04-27,24.8
Odisha,ER,19.82042971,85.90001746,2020-04-27,88.1
West Bengal,ER,22.58039044,88.32994665,2020-04-27,167.4
Sikkim,ER,27.3333303,88.6166475,2020-04-27,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-27,2.2
Assam,NER,26.7499809,94.21666744,2020-04-27,26.6
Manipur,NER,24.79997072,93.95001705,2020-04-27,2.5
Meghalaya,NER,25.57049217,91.8800142,2020-04-27,5.8
Mizoram,NER,23.71039899,92.72001461,2020-04-27,1.9
Nagaland,NER,25.6669979,94.11657019,2020-04-27,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-27,4.5
Punjab,NR,31.51997398,75.98000281,2020-04-28,186.4
Haryana,NR,28.45000633,77.01999101,2020-04-28,189.4
Rajasthan,NR,26.44999921,74.63998124,2020-04-28,271.3
Delhi,NR,28.6699929,77.23000403,2020-04-28,131.2
UP,NR,27.59998069,78.05000565,2020-04-28,471.8
Uttarakhand,NR,30.32040895,78.05000565,2020-04-28,47.5
HP,NR,31.10002545,77.16659704,2020-04-28,30.4
J&K,NR,33.45,76.24,2020-04-28,47.6
Chandigarh,NR,30.71999697,76.78000565,2020-04-28,5.9
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-28,92.1
Gujarat,WR,22.2587,71.1924,2020-04-28,387.9
MP,WR,21.30039105,76.13001949,2020-04-28,227.5
Maharashtra,WR,19.25023195,73.16017493,2020-04-28,492.8
Goa,WR,15.491997,73.81800065,2020-04-28,12.0
DNH,WR,20.26657819,73.0166178,2020-04-28,17.5
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-28,193.4
Telangana,SR,18.1124,79.0193,2020-04-28,168.2
Karnataka,SR,12.57038129,76.91999711,2020-04-28,199.3
Kerala,SR,8.900372741,76.56999263,2020-04-28,75.9
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-28,324.2
Pondy,SR,11.93499371,79.83000037,2020-04-28,8.8
Bihar,ER,25.78541445,87.4799727,2020-04-28,109.2
Jharkhand,ER,23.80039349,86.41998572,2020-04-28,26.7
Odisha,ER,19.82042971,85.90001746,2020-04-28,89.1
West Bengal,ER,22.58039044,88.32994665,2020-04-28,155.0
Sikkim,ER,27.3333303,88.6166475,2020-04-28,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-28,2.1
Assam,NER,26.7499809,94.21666744,2020-04-28,29.9
Manipur,NER,24.79997072,93.95001705,2020-04-28,2.8
Meghalaya,NER,25.57049217,91.8800142,2020-04-28,6.0
Mizoram,NER,23.71039899,92.72001461,2020-04-28,1.7
Nagaland,NER,25.6669979,94.11657019,2020-04-28,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-28,5.3
Punjab,NR,31.51997398,75.98000281,2020-04-29,198.8
Haryana,NR,28.45000633,77.01999101,2020-04-29,185.1
Rajasthan,NR,26.44999921,74.63998124,2020-04-29,270.4
Delhi,NR,28.6699929,77.23000403,2020-04-29,134.4
UP,NR,27.59998069,78.05000565,2020-04-29,431.1
Uttarakhand,NR,30.32040895,78.05000565,2020-04-29,42.1
HP,NR,31.10002545,77.16659704,2020-04-29,29.0
J&K,NR,33.45,76.24,2020-04-29,47.5
Chandigarh,NR,30.71999697,76.78000565,2020-04-29,5.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-29,89.6
Gujarat,WR,22.2587,71.1924,2020-04-29,395.0
MP,WR,21.30039105,76.13001949,2020-04-29,227.6
Maharashtra,WR,19.25023195,73.16017493,2020-04-29,494.2
Goa,WR,15.491997,73.81800065,2020-04-29,11.9
DNH,WR,20.26657819,73.0166178,2020-04-29,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-29,184.1
Telangana,SR,18.1124,79.0193,2020-04-29,160.9
Karnataka,SR,12.57038129,76.91999711,2020-04-29,175.5
Kerala,SR,8.900372741,76.56999263,2020-04-29,77.8
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-29,331.6
Pondy,SR,11.93499371,79.83000037,2020-04-29,9.0
Bihar,ER,25.78541445,87.4799727,2020-04-29,104.2
Jharkhand,ER,23.80039349,86.41998572,2020-04-29,27.5
Odisha,ER,19.82042971,85.90001746,2020-04-29,81.3
West Bengal,ER,22.58039044,88.32994665,2020-04-29,155.6
Sikkim,ER,27.3333303,88.6166475,2020-04-29,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-29,2.1
Assam,NER,26.7499809,94.21666744,2020-04-29,31.2
Manipur,NER,24.79997072,93.95001705,2020-04-29,2.7
Meghalaya,NER,25.57049217,91.8800142,2020-04-29,6.0
Mizoram,NER,23.71039899,92.72001461,2020-04-29,1.7
Nagaland,NER,25.6669979,94.11657019,2020-04-29,2.2
Tripura,NER,23.83540428,91.27999914,2020-04-29,5.1
Punjab,NR,31.51997398,75.98000281,2020-04-30,186.0
Haryana,NR,28.45000633,77.01999101,2020-04-30,183.5
Rajasthan,NR,26.44999921,74.63998124,2020-04-30,275.2
Delhi,NR,28.6699929,77.23000403,2020-04-30,129.2
UP,NR,27.59998069,78.05000565,2020-04-30,381.6
Uttarakhand,NR,30.32040895,78.05000565,2020-04-30,41.9
HP,NR,31.10002545,77.16659704,2020-04-30,30.6
J&K,NR,33.45,76.24,2020-04-30,47.9
Chandigarh,NR,30.71999697,76.78000565,2020-04-30,5.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-04-30,85.1
Gujarat,WR,22.2587,71.1924,2020-04-30,400.8
MP,WR,21.30039105,76.13001949,2020-04-30,223.5
Maharashtra,WR,19.25023195,73.16017493,2020-04-30,485.7
Goa,WR,15.491997,73.81800065,2020-04-30,11.9
DNH,WR,20.26657819,73.0166178,2020-04-30,17.5
Andhra Pradesh,SR,14.7504291,78.57002559,2020-04-30,187.5
Telangana,SR,18.1124,79.0193,2020-04-30,159.9
Karnataka,SR,12.57038129,76.91999711,2020-04-30,179.1
Kerala,SR,8.900372741,76.56999263,2020-04-30,79.1
Tamil Nadu,SR,12.92038576,79.15004187,2020-04-30,339.9
Pondy,SR,11.93499371,79.83000037,2020-04-30,9.2
Bihar,ER,25.78541445,87.4799727,2020-04-30,104.5
Jharkhand,ER,23.80039349,86.41998572,2020-04-30,25.8
Odisha,ER,19.82042971,85.90001746,2020-04-30,89.4
West Bengal,ER,22.58039044,88.32994665,2020-04-30,160.6
Sikkim,ER,27.3333303,88.6166475,2020-04-30,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-30,2.0
Assam,NER,26.7499809,94.21666744,2020-04-30,30.3
Manipur,NER,24.79997072,93.95001705,2020-04-30,2.4
Meghalaya,NER,25.57049217,91.8800142,2020-04-30,5.8
Mizoram,NER,23.71039899,92.72001461,2020-04-30,1.8
Nagaland,NER,25.6669979,94.11657019,2020-04-30,2.1
Tripura,NER,23.83540428,91.27999914,2020-04-30,5.0
Punjab,NR,31.51997398,75.98000281,2020-05-01,190.3
Haryana,NR,28.45000633,77.01999101,2020-05-01,187.4
Rajasthan,NR,26.44999921,74.63998124,2020-05-01,271.0
Delhi,NR,28.6699929,77.23000403,2020-05-01,129.0
UP,NR,27.59998069,78.05000565,2020-05-01,433.9
Uttarakhand,NR,30.32040895,78.05000565,2020-05-01,46.1
HP,NR,31.10002545,77.16659704,2020-05-01,30.1
J&K,NR,33.45,76.24,2020-05-01,47.5
Chandigarh,NR,30.71999697,76.78000565,2020-05-01,5.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-05-01,85.6
Gujarat,WR,22.2587,71.1924,2020-05-01,398.1
MP,WR,21.30039105,76.13001949,2020-05-01,219.8
Maharashtra,WR,19.25023195,73.16017493,2020-05-01,472.7
Goa,WR,15.491997,73.81800065,2020-05-01,11.9
DNH,WR,20.26657819,73.0166178,2020-05-01,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,2020-05-01,187.2
Telangana,SR,18.1124,79.0193,2020-05-01,144.0
Karnataka,SR,12.57038129,76.91999711,2020-05-01,180.8
Kerala,SR,8.900372741,76.56999263,2020-05-01,78.7
Tamil Nadu,SR,12.92038576,79.15004187,2020-05-01,337.3
Pondy,SR,11.93499371,79.83000037,2020-05-01,9.2
Bihar,ER,25.78541445,87.4799727,2020-05-01,107.1
Jharkhand,ER,23.80039349,86.41998572,2020-05-01,26.8
Odisha,ER,19.82042971,85.90001746,2020-05-01,88.0
West Bengal,ER,22.58039044,88.32994665,2020-05-01,166.4
Sikkim,ER,27.3333303,88.6166475,2020-05-01,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-01,2.0
Assam,NER,26.7499809,94.21666744,2020-05-01,31.1
Manipur,NER,24.79997072,93.95001705,2020-05-01,2.3
Meghalaya,NER,25.57049217,91.8800142,2020-05-01,5.9
Mizoram,NER,23.71039899,92.72001461,2020-05-01,1.7
Nagaland,NER,25.6669979,94.11657019,2020-05-01,2.1
Tripura,NER,23.83540428,91.27999914,2020-05-01,4.9
Punjab,NR,31.51997398,75.98000281,2020-05-02,188.4
Haryana,NR,28.45000633,77.01999101,2020-05-02,179.9
Rajasthan,NR,26.44999921,74.63998124,2020-05-02,264.9
Delhi,NR,28.6699929,77.23000403,2020-05-02,123.8
UP,NR,27.59998069,78.05000565,2020-05-02,443.4
Uttarakhand,NR,30.32040895,78.05000565,2020-05-02,42.7
HP,NR,31.10002545,77.16659704,2020-05-02,26.8
J&K,NR,33.45,76.24,2020-05-02,46.0
Chandigarh,NR,30.71999697,76.78000565,2020-05-02,6.1
Chhattisgarh,WR,22.09042035,82.15998734,2020-05-02,90.0
Gujarat,WR,22.2587,71.1924,2020-05-02,387.1
MP,WR,21.30039105,76.13001949,2020-05-02,219.9
Maharashtra,WR,19.25023195,73.16017493,2020-05-02,461.6
Goa,WR,15.491997,73.81800065,2020-05-02,11.9
DNH,WR,20.26657819,73.0166178,2020-05-02,17.1
Andhra Pradesh,SR,14.7504291,78.57002559,2020-05-02,189.7
Telangana,SR,18.1124,79.0193,2020-05-02,156.0
Karnataka,SR,12.57038129,76.91999711,2020-05-02,173.7
Kerala,SR,8.900372741,76.56999263,2020-05-02,65.8
Tamil Nadu,SR,12.92038576,79.15004187,2020-05-02,312.0
Pondy,SR,11.93499371,79.83000037,2020-05-02,8.2
Bihar,ER,25.78541445,87.4799727,2020-05-02,105.8
Jharkhand,ER,23.80039349,86.41998572,2020-05-02,27.0
Odisha,ER,19.82042971,85.90001746,2020-05-02,91.6
West Bengal,ER,22.58039044,88.32994665,2020-05-02,174.5
Sikkim,ER,27.3333303,88.6166475,2020-05-02,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-02,2.2
Assam,NER,26.7499809,94.21666744,2020-05-02,29.3
Manipur,NER,24.79997072,93.95001705,2020-05-02,2.2
